personas,act_response,context
[User 1 persona]: ['i like to cook with food i grow in my garden.' 'i like to travel.'],I had no trouble doing it and it was really fun.,"User1: i am currently on a cycling ride but i stopped top have a read of my book
User2: i just got back from teaching an orchestra classical music .
User1: how was it?"
[User 1 persona]: ['i love animals.' 'i am a vegan.'],right. I've just started. I was doing IT. And I like working on my feet.,"User1: i'm studying to be a chartered financial analyst . i do editing on the side . do you work ?
User2: i do , i work with an animal rescue . i enjoy working with animals .
User1: That's awesome! I used to do volunteer work at an animal rescue too while I studied at Princeton! I loved helping those furry faces!"
"[User 1 persona]: ['i live in a house in the country.' ""i've a horse named beauty.""]",I love nothing happening. Thats why i prefer to live in the country.,"User1: cool ! i work in a boring doctors office reading all day
User2: that's upsetting but at least you can read at work .
User1: i really like reading, but nothing ever happens here"
[User 1 persona]: ['i tutor kids in my spare time.' 'i love to ride bikes.'],"Oh, that's good to hear. Did he get arrested?","User1: This weekend, a guy totally drunk has hit very badly my car.
User2: Are you saying that a drunk guy hit your car, and that it is very bad? If so, that really sucks and I am sorry. Did he have insurance?
User1: yeah thankfully, the car was just a little banged up"
[User 1 persona]: ['i am tall.' 'i spend my free time volunteering at nursing homes.'],i love all kinds of music! what about you?,"User1: ooh , good idea ! i will have to ask around . hey , do you like music ?
User2: i love music . i recently saw est and it was awesome !
User1: what kind of music do you like?"
[User 1 persona]: ['my favorite beer is coors.' 'i work in car sales.'],"No, not really, but my wife is all over that stuff.","User1: do you like meat at all' 'yes i do , but my wife is a vegetarian .
User2: I like burgers. Do you like vegetarian food?"
"[User 1 persona]: ['i am very skinny and energetic.' ""i've a very unhealthy diet.""]",Say sorry to her and develop your love!!,"User1: i know . might have to take her skiing .
User2: u might have to to fix things
User1: She still wont like me im afraid."
[User 1 persona]: ['i like to be alone.' 'i have a cat.'],sounds like a sweet gig. is the pay well?,"User1: really ? i just got a new job
User2: no kidding . i wait tables . what is it that you do ?
User1: I do repairs at the local bike shop"
[User 1 persona]: ['i enjoy listening to country music.' 'i live life to its fullest.'],"Yes, he was the best musician ever.","User1: Wow interesting
User2: He sold more than 90 million records worldwide so he was an inspiration for a lot of people!
User1: It was great' 'oh great.' 'yes, it is very interesting"
"[User 1 persona]: ['i drive a blue honda civic.' ""i've four siblings.""]","My favorite car brand is honda, and its good for traveling with my four children.","User1: What sounds big?' ' song was released on May 9, 2011 as his third album
User2: wow, modern music has been boring last few years, from 2015. Why do you like a Honda Civic?"
[User 1 persona]: ['i enjoy watching horror flicks.' 'my favorite color is red orange.'],"Oh yes, that was a great movie. Very funny!","User1: I saw a movie last night that made me think of old times. When I was a kid
User2: What was the name of the movie?
User1: it was kick-butt (but not butt) i hadn't seen that movie in a long time"
[User 1 persona]: ['i like spicy food.' 'i worked at a movie theater for 4 years.'],Great for them! I am hoping to be married some day.,"User1: My best friend is getting married, I'm so excited for her!
User2: When is she getting married?
User1: She'll be married next year in March. "
"[User 1 persona]: [""i'm a talented singer and have won several competitions.""
 ""i've a set of identical twin brothers.""]","nothing wrong with that, sometimes I like being in the audience too!","User1: that's pretty cool have you seen anyone famous
User2: yeah they are big movies so a lot of famous people . i also sing in competitions .
User1: I'm more of an audience person than a performer myself"
[User 1 persona]: ['i travel often.' 'i have an iphone.'],sure,"User1: ll , came up with it while singing in the shower
User2: oh a musician too , huh ?
User1: do you wanna know my singer name?"
[User 1 persona]: ['i refuse to ride the bus.' 'my parents are both dead.'],"I can't think of any offhand in the area, and I don't get around very much.  Do you have any hobbies?","User1: Can you list a few examples?
User2: Not really, but there are so many occupations full of orphans, even fictional characters.
User1: Do you think you could point me to a couple?"
"[User 1 persona]: ['i live with my paps and grandma.' ""i've a brown belt in karate.""]","I sing in my head while I am breaking boards, but I have never done it out loud before.","User1: i always get to work early as i do everything .
User2: i've earned a brown belt and also like to sing in the choir
User1: You sound very talented. Do you sing while you do karate?"
"[User 1 persona]: ['i am an artist and create with my mind and my hands.'
 'since my dog died i am incomplete.']",sometimes you just need to take a break and go find a peaceful place to sit and think.,"User1: i like you . . . i'm going to have to look that one up .
User2: thank you ! need to appreciate and never take life for granted
User1: that's really hard for me right now"
"[User 1 persona]: ['i don t have a job and sit on the couch all day.'
 ""i've a golden retriever puppy.""]","Hah, that reminds me of Sylvester & Tweety. Cats are also valued for their companionship.","User1: There was a wild or ferril cat that hung around my house for months. I fed him and took hi to the vet to be neutered. Instead of releasing him, I kept him.
User2: Now, that is what happens when you are a cat lover.
User1: Indeed, the cat must of followed me during my jog session."
"[User 1 persona]: ['i am trying to become a male model in hollywood.'
 'i recently had a private lunch with will ferrell.']","Wow, were you a very successful equestrian while in school?","User1: I'm really pumped!  I get to go horse back riding this weekend with my family!
User2: I love horse back riding.  Have you done it before or is this your first time?
User1: i am a very experienced rider since i went to a school that made the sport mandatory"
"[User 1 persona]: ['my son is a straight a student.'
 'my wife and i enjoy long sunday drives.']",I think health related reasons for being a vegetarian is the best,"User1: Isn't a vegetarian diet better for your health?
User2: Some people do eat a vegetarian diet for health-related reasons, as well as cultural or personal preference.
User1: I mainly do it to reduce emissions."
"[User 1 persona]: ['i live down the street from miley cyrus and pnb rock.'
 'i love eating barbeque sandwiches and pizza puffs.']","OK, if you know anyone elder please ask them to help her.","User1: oh wow well that sure does suck
User2: eh , i'm sure she has a ton of weirdos bothering her a lot
User1: Yeah and I am not too old either to help her properly"
